Location,Month,Year,Month_Number,Quarter,Days,Population,Antibiotic,Class,Spectrum,Spectrum_Weight,Is_Combination,Quantity_Sold,Total_DDD,Latitude,Longitude,Resistance_Rate,Quantity_per_1000,Antibiotic_Share,Total_Monthly_Quantity,Total_Monthly_DDD,DDD_per_1000_per_day,Antibiotic_Class_Shift_Percent,Combination_Irrationality_Index_Percent,Volatility_Percent,Lag1_Quantity_Sold,Lag2_Quantity_Sold,Lag1_Resistance_Rate,Lag2_Resistance_Rate,Rolling_3M_Quantity,Rolling_3M_Resistance
Bhopal,2024-10,2024,10,4,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,8257.0,12385.5,23.26,77.41,19.62,3.3028,0.18148848250395638,45496.0,50653.9,0.6535987096774194,5.922136876807768,25.655002637594514,8.42209867043389,10510.0,10390.0,18.73,19.02,9719.0,19.123333333333335
Bhopal,2024-11,2024,11,4,30,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10076.0,15114.0,23.26,77.41,18.09,4.0304,0.22084867613536735,45624.0,51889.62,0.6918616,4.118679604985806,29.681746449237245,8.42209867043389,8257.0,10510.0,19.62,18.73,9614.333333333334,18.813333333333333
Bhopal,2024-12,2024,12,4,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,9664.0,14496.0,23.26,77.41,15.58,3.8656,0.19859846694478125,48661.0,54342.36,0.7011917419354838,3.9626448347053227,26.945603255173552,8.42209867043389,10076.0,8257.0,18.09,19.62,9332.333333333334,17.763333333333332
Bhopal,2025-01,2025,1,1,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10662.0,15993.0,23.26,77.41,19.62,4.2648,0.20085148067214226,53084.0,59332.98,0.7655868387096774,1.529884402714767,27.81629116117851,8.42209867043389,9664.0,10076.0,15.58,18.09,10134.0,17.763333333333335
Bhopal,2025-02,2025,2,1,28,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10653.0,15979.5,23.26,77.41,20.32,4.2612,0.19702237839837247,54070.0,59757.36,0.8536765714285715,1.8401580142854923,28.039578324394306,8.42209867043389,10662.0,9664.0,19.62,15.58,10326.333333333334,18.506666666666668
Bhopal,2025-03,2025,3,1,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,13053.0,19579.5,23.26,77.41,20.54,5.2212,0.22258411063554048,58643.0,66463.64,0.8575953548387096,4.095950349558808,30.95851167232236,8.42209867043389,10653.0,10662.0,20.32,19.62,11456.0,20.16
Bhopal,2025-04,2025,4,2,30,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,12379.0,18568.5,23.26,77.41,19.58,4.9516,0.2090870703487881,59205.0,66301.18,0.8840157333333333,4.077735323021107,29.57182670382569,8.42209867043389,13053.0,10653.0,20.54,20.32,12028.333333333334,20.146666666666665
Bhopal,2025-05,2025,5,2,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,12096.0,18144.0,23.26,77.41,21.69,4.8384,0.21768707482993196,55566.0,64303.0,0.8297161290322581,4.980749182872899,29.66922218622899,8.42209867043389,12379.0,13053.0,19.58,20.54,12509.333333333334,20.603333333333335
Bhopal,2025-06,2025,6,2,30,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,13384.0,20076.0,23.26,77.41,21.34,5.3536,0.23037334113637536,58097.0,64185.86,0.8558114666666666,6.7279812451768,30.917259066733223,8.42209867043389,12096.0,12379.0,21.69,19.58,12619.666666666666,20.87
Bhopal,2025-07,2025,7,3,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,9873.0,14809.5,23.26,77.41,22.27,3.9492,0.19184656937994288,51463.0,57321.94,0.739637935483871,5.0403976822202194,28.117288148767077,8.42209867043389,13384.0,12096.0,21.34,21.69,11784.333333333334,21.766666666666666
Bhopal,2025-08,2025,8,3,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10475.0,15712.5,23.26,77.41,23.29,4.19,0.21778905129218037,48097.0,55380.479999999996,0.7145868387096773,3.631189327790321,30.176518285963784,8.42209867043389,9873.0,13384.0,22.27,21.34,11244.0,22.3
Bhopal,2025-09,2025,9,3,30,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,9175.0,13762.5,23.26,77.41,21.87,3.67,0.20080101549505383,45692.0,52022.49999999999,0.6936333333333332,3.4011798878863653,27.87139980740611,8.42209867043389,10475.0,9873.0,23.29,22.27,9841.0,22.47666666666667
Bhopal,2025-10,2025,10,4,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10557.0,15835.5,23.26,77.41,21.95,4.2228,0.22777681884870976,46348.0,52748.18,0.6806216774193549,3.67258680662575,30.93121601795115,8.42209867043389,9175.0,10475.0,21.87,23.29,10069.0,22.37
Bhopal,2025-11,2025,11,4,30,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,10694.0,16041.0,23.26,77.41,23.15,4.2776,0.22147206229548938,48286.0,53419.5,0.71226,4.283645115140795,29.613138383796546,8.42209867043389,10557.0,9175.0,21.95,21.87,10142.0,22.323333333333334
Bhopal,2025-12,2025,12,4,31,2500000.0,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,2,1.0,11247.0,16870.5,23.26,77.41,21.99,4.4988,0.22849538824103044,49222.0,55520.420000000006,0.7163925161290323,2.377751489185478,30.297427979358822,8.42209867043389,10694.0,10557.0,23.15,21.95,10832.666666666666,22.36333333333333
Bhopal,2024-01,2024,1,1,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8354.0,2506.2,23.26,77.41,16.28,3.3416,0.16876767676767676,49500.0,55033.0,0.7101032258064516,0.0,28.13737373737374,8.42209867043389,8354.0,8354.0,16.28,16.28,8354.0,16.28
Bhopal,2024-02,2024,2,1,29,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7737.0,2321.1,23.26,77.41,17.54,3.0948,0.1489546032112741,51942.0,58626.17999999999,0.8086369655172413,6.153596960712589,28.82638327365138,8.42209867043389,8354.0,8354.0,16.28,16.28,8045.5,16.91
Bhopal,2024-03,2024,3,1,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,9128.0,2738.4,23.26,77.41,18.81,3.6512,0.1670662737705218,54637.0,60995.020000000004,0.7870325161290324,3.07203469896814,28.083533136885265,8.42209867043389,7737.0,8354.0,17.54,16.28,8406.333333333334,17.543333333333333
Bhopal,2024-04,2024,4,2,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8201.0,2460.2999999999997,23.26,77.41,15.71,3.2804,0.13942062493624835,58822.0,67537.4,0.9004986666666667,5.304827577218235,32.154636020536536,8.42209867043389,9128.0,7737.0,18.81,17.54,8355.333333333334,17.35333333333333
Bhopal,2024-05,2024,5,2,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7764.0,2329.2,23.26,77.41,16.9,3.1056,0.14425863991081384,53820.0,61908.4,0.798818064516129,3.7073018041910197,29.511334076551464,8.42209867043389,8201.0,9128.0,15.71,18.81,8364.333333333334,17.139999999999997
Bhopal,2024-06,2024,6,2,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8608.0,2582.4,23.26,77.41,20.88,3.4432,0.16751318426839473,51387.0,56786.62,0.7571549333333333,4.780109570980379,25.776947476988344,8.42209867043389,7764.0,8201.0,16.9,15.71,8191.0,17.83
Bhopal,2024-07,2024,7,3,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8199.0,2459.7,23.26,77.41,17.4,3.2796,0.15523998863959101,52815.0,59584.76,0.7688356129032258,5.86793907580264,31.595190760200705,8.42209867043389,8608.0,7764.0,20.88,16.9,8190.333333333333,18.393333333333334
Bhopal,2024-08,2024,8,3,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7210.0,2163.0,23.26,77.41,18.47,2.884,0.15045909849749584,47920.0,54840.50000000001,0.7076193548387097,3.81415991687999,29.757929883138562,8.42209867043389,8199.0,8608.0,17.4,20.88,8005.666666666667,18.916666666666668
Bhopal,2024-09,2024,9,3,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7783.0,2334.9,23.26,77.41,19.47,3.1132,0.16473352241459593,47246.0,51916.7,0.6922226666666667,3.1437054638963158,29.61097235744825,8.42209867043389,7210.0,8199.0,18.47,17.4,7730.666666666667,18.446666666666665
Bhopal,2024-10,2024,10,4,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7330.0,2199.0,23.26,77.41,18.09,2.932,0.16111306488482505,45496.0,50653.9,0.6535987096774194,5.922136876807768,25.655002637594514,8.42209867043389,7783.0,7210.0,19.47,18.47,7441.0,18.676666666666666
Bhopal,2024-11,2024,11,4,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7247.0,2174.1,23.26,77.41,17.72,2.8988,0.1588418376293179,45624.0,51889.62,0.6918616,4.118679604985806,29.681746449237245,8.42209867043389,7330.0,7783.0,18.09,19.47,7453.333333333333,18.426666666666666
Bhopal,2024-12,2024,12,4,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7975.0,2392.5,23.26,77.41,17.31,3.19,0.16388894597316125,48661.0,54342.36,0.7011917419354838,3.9626448347053227,26.945603255173552,8.42209867043389,7247.0,7330.0,17.72,18.09,7517.333333333333,17.706666666666667
Bhopal,2025-01,2025,1,1,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8680.0,2604.0,23.26,77.41,18.41,3.472,0.1635144299600633,53084.0,59332.98,0.7655868387096774,1.529884402714767,27.81629116117851,8.42209867043389,7975.0,7247.0,17.31,17.72,7967.333333333333,17.813333333333333
Bhopal,2025-02,2025,2,1,28,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8911.0,2673.2999999999997,23.26,77.41,17.5,3.5644,0.1648048825596449,54070.0,59757.36,0.8536765714285715,1.8401580142854923,28.039578324394306,8.42209867043389,8680.0,7975.0,18.41,17.31,8522.0,17.74
Bhopal,2025-03,2025,3,1,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,10047.0,3014.1,23.26,77.41,19.74,4.0188,0.171324795798305,58643.0,66463.64,0.8575953548387096,4.095950349558808,30.95851167232236,8.42209867043389,8911.0,8680.0,17.5,18.41,9212.666666666666,18.549999999999997
Bhopal,2025-04,2025,4,2,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,9174.0,2752.2,23.26,77.41,19.77,3.6696,0.1549531289587028,59205.0,66301.18,0.8840157333333333,4.077735323021107,29.57182670382569,8.42209867043389,10047.0,8911.0,19.74,17.5,9377.333333333334,19.00333333333333
Bhopal,2025-05,2025,5,2,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,6998.0,2099.4,23.26,77.41,21.2,2.7992,0.1259403232192348,55566.0,64303.0,0.8297161290322581,4.980749182872899,29.66922218622899,8.42209867043389,9174.0,10047.0,19.77,19.74,8739.666666666666,20.236666666666665
Bhopal,2025-06,2025,6,2,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,9730.0,2919.0,23.26,77.41,21.01,3.892,0.16747852729056578,58097.0,64185.86,0.8558114666666666,6.7279812451768,30.917259066733223,8.42209867043389,6998.0,9174.0,21.2,19.77,8634.0,20.66
Bhopal,2025-07,2025,7,3,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8437.0,2531.1,23.26,77.41,23.35,3.3748,0.16394302702912772,51463.0,57321.94,0.739637935483871,5.0403976822202194,28.117288148767077,8.42209867043389,9730.0,6998.0,21.01,21.2,8388.333333333334,21.853333333333335
Bhopal,2025-08,2025,8,3,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,6466.0,1939.8,23.26,77.41,21.22,2.5864,0.13443665925109674,48097.0,55380.479999999996,0.7145868387096773,3.631189327790321,30.176518285963784,8.42209867043389,8437.0,9730.0,23.35,21.01,8211.0,21.86
Bhopal,2025-09,2025,9,3,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7046.0,2113.7999999999997,23.26,77.41,20.66,2.8184,0.15420642563249584,45692.0,52022.49999999999,0.6936333333333332,3.4011798878863653,27.87139980740611,8.42209867043389,6466.0,8437.0,21.22,23.35,7316.333333333333,21.743333333333336
Bhopal,2025-10,2025,10,4,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,6812.0,2043.6,23.26,77.41,19.32,2.7248,0.1469750582549409,46348.0,52748.18,0.6806216774193549,3.67258680662575,30.93121601795115,8.42209867043389,7046.0,6466.0,20.66,21.22,6774.666666666667,20.4
Bhopal,2025-11,2025,11,4,30,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,8880.0,2664.0,23.26,77.41,20.1,3.552,0.183904237253034,48286.0,53419.5,0.71226,4.283645115140795,29.613138383796546,8.42209867043389,6812.0,7046.0,19.32,20.66,7579.333333333333,20.026666666666667
Bhopal,2025-12,2025,12,4,31,2500000.0,Azithromycin,Macrolide,Broad,2,0.0,7961.0,2388.2999999999997,23.26,77.41,21.41,3.1844,0.16173662183576448,49222.0,55520.420000000006,0.7163925161290323,2.377751489185478,30.297427979358822,8.42209867043389,8880.0,6812.0,20.1,19.32,7884.333333333333,20.276666666666667
Bhopal,2024-01,2024,1,1,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5079.0,2031.6000000000001,23.26,77.41,16.9,2.0316,0.1026060606060606,49500.0,55033.0,0.7101032258064516,0.0,28.13737373737374,8.42209867043389,5079.0,5079.0,16.9,16.9,5079.0,16.9
Bhopal,2024-02,2024,2,1,29,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5864.0,2345.6,23.26,77.41,17.62,2.3456,0.11289515228524123,51942.0,58626.17999999999,0.8086369655172413,6.153596960712589,28.82638327365138,8.42209867043389,5079.0,5079.0,16.9,16.9,5471.5,17.259999999999998
Bhopal,2024-03,2024,3,1,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5974.0,2389.6,23.26,77.41,18.48,2.3896,0.10933982466094405,54637.0,60995.020000000004,0.7870325161290324,3.07203469896814,28.083533136885265,8.42209867043389,5864.0,5079.0,17.62,16.9,5639.0,17.666666666666668
Bhopal,2024-04,2024,4,2,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6437.0,2574.8,23.26,77.41,20.93,2.5748,0.10943184522797593,58822.0,67537.4,0.9004986666666667,5.304827577218235,32.154636020536536,8.42209867043389,5974.0,5864.0,18.48,17.62,6091.666666666667,19.01
Bhopal,2024-05,2024,5,2,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6062.0,2424.8,23.26,77.41,20.24,2.4248,0.1126347082868822,53820.0,61908.4,0.798818064516129,3.7073018041910197,29.511334076551464,8.42209867043389,6437.0,5974.0,20.93,18.48,6157.666666666667,19.88333333333333
Bhopal,2024-06,2024,6,2,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5839.0,2335.6,23.26,77.41,20.87,2.3356,0.11362796037908421,51387.0,56786.62,0.7571549333333333,4.780109570980379,25.776947476988344,8.42209867043389,6062.0,6437.0,20.24,20.93,6112.666666666667,20.680000000000003
Bhopal,2024-07,2024,7,3,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5456.0,2182.4,23.26,77.41,18.29,2.1824,0.10330398561014863,52815.0,59584.76,0.7688356129032258,5.86793907580264,31.595190760200705,8.42209867043389,5839.0,6062.0,20.87,20.24,5785.666666666667,19.8
Bhopal,2024-08,2024,8,3,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5217.0,2086.8,23.26,77.41,21.12,2.0868,0.10886894824707846,47920.0,54840.50000000001,0.7076193548387097,3.81415991687999,29.757929883138562,8.42209867043389,5456.0,5839.0,18.29,20.87,5504.0,20.093333333333334
Bhopal,2024-09,2024,9,3,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5429.0,2171.6,23.26,77.41,18.03,2.1716,0.11490919866232062,47246.0,51916.7,0.6922226666666667,3.1437054638963158,29.61097235744825,8.42209867043389,5217.0,5456.0,21.12,18.29,5367.333333333333,19.146666666666665
Bhopal,2024-10,2024,10,4,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5818.0,2327.2000000000003,23.26,77.41,18.43,2.3272,0.12787937401090205,45496.0,50653.9,0.6535987096774194,5.922136876807768,25.655002637594514,8.42209867043389,5429.0,5217.0,18.03,21.12,5488.0,19.193333333333335
Bhopal,2024-11,2024,11,4,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,4643.0,1857.2,23.26,77.41,19.71,1.8572,0.10176661406277397,45624.0,51889.62,0.6918616,4.118679604985806,29.681746449237245,8.42209867043389,5818.0,5429.0,18.43,18.03,5296.666666666667,18.723333333333333
Bhopal,2024-12,2024,12,4,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5087.0,2034.8000000000002,23.26,77.41,19.11,2.0348,0.10453956967592117,48661.0,54342.36,0.7011917419354838,3.9626448347053227,26.945603255173552,8.42209867043389,4643.0,5818.0,19.71,18.43,5182.666666666667,19.083333333333332
Bhopal,2025-01,2025,1,1,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6041.0,2416.4,23.26,77.41,18.56,2.4164,0.11380076859317309,53084.0,59332.98,0.7655868387096774,1.529884402714767,27.81629116117851,8.42209867043389,5087.0,4643.0,19.11,19.71,5257.0,19.126666666666665
Bhopal,2025-02,2025,2,1,28,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6145.0,2458.0,23.26,77.41,20.65,2.458,0.11364897355280193,54070.0,59757.36,0.8536765714285715,1.8401580142854923,28.039578324394306,8.42209867043389,6041.0,5087.0,18.56,19.11,5757.666666666667,19.44
Bhopal,2025-03,2025,3,1,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5597.0,2238.8,23.26,77.41,18.37,2.2388,0.09544191122555122,58643.0,66463.64,0.8575953548387096,4.095950349558808,30.95851167232236,8.42209867043389,6145.0,6041.0,20.65,18.56,5927.666666666667,19.19333333333333
Bhopal,2025-04,2025,4,2,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6231.0,2492.4,23.26,77.41,20.13,2.4924,0.10524448948568534,59205.0,66301.18,0.8840157333333333,4.077735323021107,29.57182670382569,8.42209867043389,5597.0,6145.0,18.37,20.65,5991.0,19.716666666666665
Bhopal,2025-05,2025,5,2,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,4970.0,1988.0,23.26,77.41,20.31,1.988,0.08944318468127992,55566.0,64303.0,0.8297161290322581,4.980749182872899,29.66922218622899,8.42209867043389,6231.0,5597.0,20.13,18.37,5599.333333333333,19.603333333333335
Bhopal,2025-06,2025,6,2,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,6444.0,2577.6000000000004,23.26,77.41,21.93,2.5776,0.11091794757044253,58097.0,64185.86,0.8558114666666666,6.7279812451768,30.917259066733223,8.42209867043389,4970.0,6231.0,20.31,20.13,5881.666666666667,20.79
Bhopal,2025-07,2025,7,3,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5798.0,2319.2000000000003,23.26,77.41,20.37,2.3192,0.11266346695684278,51463.0,57321.94,0.739637935483871,5.0403976822202194,28.117288148767077,8.42209867043389,6444.0,4970.0,21.93,20.31,5737.333333333333,20.87
Bhopal,2025-08,2025,8,3,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5416.0,2166.4,23.26,77.41,21.84,2.1664,0.11260577582801422,48097.0,55380.479999999996,0.7145868387096773,3.631189327790321,30.176518285963784,8.42209867043389,5798.0,6444.0,20.37,21.93,5886.0,21.38
Bhopal,2025-09,2025,9,3,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,4744.0,1897.6000000000001,23.26,77.41,21.34,1.8976,0.10382561498730632,45692.0,52022.49999999999,0.6936333333333332,3.4011798878863653,27.87139980740611,8.42209867043389,5416.0,5798.0,21.84,20.37,5319.333333333333,21.183333333333334
Bhopal,2025-10,2025,10,4,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5325.0,2130.0,23.26,77.41,23.77,2.13,0.1148916889617675,46348.0,52748.18,0.6806216774193549,3.67258680662575,30.93121601795115,8.42209867043389,4744.0,5416.0,21.34,21.84,5161.666666666667,22.316666666666666
Bhopal,2025-11,2025,11,4,30,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,4701.0,1880.4,23.26,77.41,21.37,1.8804,0.09735741208631901,48286.0,53419.5,0.71226,4.283645115140795,29.613138383796546,8.42209867043389,5325.0,4744.0,23.77,21.34,4923.333333333333,22.16
Bhopal,2025-12,2025,12,4,31,2500000.0,Cefixime,Cephalosporin,Broad,2,0.0,5120.0,2048.0,23.26,77.41,22.64,2.048,0.1040185283003535,49222.0,55520.420000000006,0.7163925161290323,2.377751489185478,30.297427979358822,8.42209867043389,4701.0,5325.0,21.37,23.77,5048.666666666667,22.593333333333334
Bhopal,2024-01,2024,1,1,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2036.0,4072.0,23.26,77.41,16.03,0.8144,0.04113131313131313,49500.0,55033.0,0.7101032258064516,0.0,28.13737373737374,8.42209867043389,2036.0,2036.0,16.03,16.03,2036.0,16.03
Bhopal,2024-02,2024,2,1,29,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2468.0,4936.0,23.26,77.41,17.16,0.9872,0.047514535443379156,51942.0,58626.17999999999,0.8086369655172413,6.153596960712589,28.82638327365138,8.42209867043389,2036.0,2036.0,16.03,16.03,2252.0,16.595
Bhopal,2024-03,2024,3,1,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2375.0,4750.0,23.26,77.41,18.69,0.95,0.043468711678898916,54637.0,60995.020000000004,0.7870325161290324,3.07203469896814,28.083533136885265,8.42209867043389,2468.0,2036.0,17.16,16.03,2293.0,17.293333333333333
Bhopal,2024-04,2024,4,2,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2584.0,5168.0,23.26,77.41,19.21,1.0336,0.0439291421576961,58822.0,67537.4,0.9004986666666667,5.304827577218235,32.154636020536536,8.42209867043389,2375.0,2468.0,18.69,17.16,2475.6666666666665,18.353333333333335
Bhopal,2024-05,2024,5,2,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2660.0,5320.0,23.26,77.41,18.25,1.064,0.04942400594574508,53820.0,61908.4,0.798818064516129,3.7073018041910197,29.511334076551464,8.42209867043389,2584.0,2375.0,19.21,18.69,2539.6666666666665,18.71666666666667
Bhopal,2024-06,2024,6,2,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2812.0,5624.0,23.26,77.41,17.14,1.1248,0.0547220114036624,51387.0,56786.62,0.7571549333333333,4.780109570980379,25.776947476988344,8.42209867043389,2660.0,2584.0,18.25,19.21,2685.3333333333335,18.2
Bhopal,2024-07,2024,7,3,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2200.0,4400.0,23.26,77.41,20.16,0.88,0.041654832907317994,52815.0,59584.76,0.7688356129032258,5.86793907580264,31.595190760200705,8.42209867043389,2812.0,2660.0,17.14,18.25,2557.3333333333335,18.516666666666666
Bhopal,2024-08,2024,8,3,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2352.0,4704.0,23.26,77.41,20.39,0.9408,0.04908180300500835,47920.0,54840.50000000001,0.7076193548387097,3.81415991687999,29.757929883138562,8.42209867043389,2200.0,2812.0,20.16,17.14,2454.6666666666665,19.23
Bhopal,2024-09,2024,9,3,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2060.0,4120.0,23.26,77.41,20.34,0.824,0.04360157473648563,47246.0,51916.7,0.6922226666666667,3.1437054638963158,29.61097235744825,8.42209867043389,2352.0,2200.0,20.39,20.16,2204.0,20.296666666666667
Bhopal,2024-10,2024,10,4,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2103.0,4206.0,23.26,77.41,19.1,0.8412,0.046223843854404784,45496.0,50653.9,0.6535987096774194,5.922136876807768,25.655002637594514,8.42209867043389,2060.0,2352.0,20.34,20.39,2171.6666666666665,19.943333333333335
Bhopal,2024-11,2024,11,4,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2362.0,4724.0,23.26,77.41,19.5,0.9448,0.05177099772049799,45624.0,51889.62,0.6918616,4.118679604985806,29.681746449237245,8.42209867043389,2103.0,2060.0,19.1,20.34,2175.0,19.646666666666665
Bhopal,2024-12,2024,12,4,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2252.0,4504.0,23.26,77.41,15.46,0.9008,0.04627936129549331,48661.0,54342.36,0.7011917419354838,3.9626448347053227,26.945603255173552,8.42209867043389,2362.0,2103.0,19.5,19.1,2239.0,18.02
Bhopal,2025-01,2025,1,1,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2315.0,4630.0,23.26,77.41,20.03,0.926,0.043610127345339464,53084.0,59332.98,0.7655868387096774,1.529884402714767,27.81629116117851,8.42209867043389,2252.0,2362.0,15.46,19.5,2309.6666666666665,18.330000000000002
Bhopal,2025-02,2025,2,1,28,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2449.0,4898.0,23.26,77.41,19.8,0.9796,0.04529313852413538,54070.0,59757.36,0.8536765714285715,1.8401580142854923,28.039578324394306,8.42209867043389,2315.0,2252.0,20.03,15.46,2338.6666666666665,18.430000000000003
Bhopal,2025-03,2025,3,1,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2213.0,4426.0,23.26,77.41,18.66,0.8852,0.03773681428303463,58643.0,66463.64,0.8575953548387096,4.095950349558808,30.95851167232236,8.42209867043389,2449.0,2315.0,19.8,20.03,2325.6666666666665,19.496666666666666
Bhopal,2025-04,2025,4,2,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2982.0,5964.0,23.26,77.41,22.11,1.1928,0.05036736762097796,59205.0,66301.18,0.8840157333333333,4.077735323021107,29.57182670382569,8.42209867043389,2213.0,2449.0,18.66,19.8,2548.0,20.19
Bhopal,2025-05,2025,5,2,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2945.0,5890.0,23.26,77.41,20.66,1.178,0.053000035993233274,55566.0,64303.0,0.8297161290322581,4.980749182872899,29.66922218622899,8.42209867043389,2982.0,2213.0,22.11,18.66,2713.3333333333335,20.476666666666663
Bhopal,2025-06,2025,6,2,30,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2590.0,5180.0,23.26,77.41,20.8,1.036,0.04458061517806427,58097.0,64185.86,0.8558114666666666,6.7279812451768,30.917259066733223,8.42209867043389,2945.0,2982.0,20.66,22.11,2839.0,21.189999999999998
Bhopal,2025-07,2025,7,3,31,2500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,2647.0,5294.0,23.26,77.41,23.35,1.0588,0.051435011561704526,51463.0,57321.94,0.739637935483871,5.0403976822202194,28.117288148767077,8.42209867043389,2590.0,2945.0,20.8,20.66,2727.3333333333335,21.603333333333335
