Location,Month,Population,Antibiotic,Class,Spectrum,Is_Combination,Quantity_Sold,Latitude,Longitude
Jaipur,2024-02,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8957,26.91,75.79
Jaipur,2024-02,4000000,Doxycycline,Tetracycline,Broad,0,7298,26.91,75.79
Jaipur,2024-02,4000000,Metronidazole,Nitroimidazole,Narrow,0,6626,26.91,75.79
Jaipur,2024-02,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5798,26.91,75.79
Jaipur,2024-02,4000000,Meropenem,Carbapenem,Very Broad,0,499,26.91,75.79
Jaipur,2024-03,4000000,Amoxicillin,Penicillin,Narrow,0,10945,26.91,75.79
Jaipur,2024-03,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,17050,26.91,75.79
Jaipur,2024-03,4000000,Azithromycin,Macrolide,Broad,0,11949,26.91,75.79
Jaipur,2024-03,4000000,Cefixime,Cephalosporin,Broad,0,10195,26.91,75.79
Jaipur,2024-03,4000000,Ceftriaxone,Cephalosporin,Broad,0,3851,26.91,75.79
Jaipur,2024-03,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9209,26.91,75.79
Jaipur,2024-03,4000000,Doxycycline,Tetracycline,Broad,0,7035,26.91,75.79
Jaipur,2024-03,4000000,Metronidazole,Nitroimidazole,Narrow,0,8232,26.91,75.79
Jaipur,2024-03,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6279,26.91,75.79
Jaipur,2024-03,4000000,Meropenem,Carbapenem,Very Broad,0,476,26.91,75.79
Jaipur,2024-04,4000000,Amoxicillin,Penicillin,Narrow,0,9378,26.91,75.79
Jaipur,2024-04,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,17895,26.91,75.79
Jaipur,2024-04,4000000,Azithromycin,Macrolide,Broad,0,14944,26.91,75.79
Jaipur,2024-04,4000000,Cefixime,Cephalosporin,Broad,0,9313,26.91,75.79
Jaipur,2024-04,4000000,Ceftriaxone,Cephalosporin,Broad,0,4148,26.91,75.79
Jaipur,2024-04,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7249,26.91,75.79
Jaipur,2024-04,4000000,Doxycycline,Tetracycline,Broad,0,7498,26.91,75.79
Jaipur,2024-04,4000000,Metronidazole,Nitroimidazole,Narrow,0,7254,26.91,75.79
Jaipur,2024-04,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6439,26.91,75.79
Jaipur,2024-04,4000000,Meropenem,Carbapenem,Very Broad,0,538,26.91,75.79
Jaipur,2024-05,4000000,Amoxicillin,Penicillin,Narrow,0,9941,26.91,75.79
Jaipur,2024-05,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,16609,26.91,75.79
Jaipur,2024-05,4000000,Azithromycin,Macrolide,Broad,0,11026,26.91,75.79
Jaipur,2024-05,4000000,Cefixime,Cephalosporin,Broad,0,8695,26.91,75.79
Jaipur,2024-05,4000000,Ceftriaxone,Cephalosporin,Broad,0,4245,26.91,75.79
Jaipur,2024-05,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7554,26.91,75.79
Jaipur,2024-05,4000000,Doxycycline,Tetracycline,Broad,0,6966,26.91,75.79
Jaipur,2024-05,4000000,Metronidazole,Nitroimidazole,Narrow,0,7108,26.91,75.79
Jaipur,2024-05,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,7593,26.91,75.79
Jaipur,2024-05,4000000,Meropenem,Carbapenem,Very Broad,0,516,26.91,75.79
Jaipur,2024-06,4000000,Amoxicillin,Penicillin,Narrow,0,10661,26.91,75.79
Jaipur,2024-06,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,15362,26.91,75.79
Jaipur,2024-06,4000000,Azithromycin,Macrolide,Broad,0,13111,26.91,75.79
Jaipur,2024-06,4000000,Cefixime,Cephalosporin,Broad,0,8175,26.91,75.79
Jaipur,2024-06,4000000,Ceftriaxone,Cephalosporin,Broad,0,4098,26.91,75.79
Jaipur,2024-06,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8335,26.91,75.79
Jaipur,2024-06,4000000,Doxycycline,Tetracycline,Broad,0,6533,26.91,75.79
Jaipur,2024-06,4000000,Metronidazole,Nitroimidazole,Narrow,0,6948,26.91,75.79
Jaipur,2024-06,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6523,26.91,75.79
Jaipur,2024-06,4000000,Meropenem,Carbapenem,Very Broad,0,447,26.91,75.79
Jaipur,2024-07,4000000,Amoxicillin,Penicillin,Narrow,0,8848,26.91,75.79
Jaipur,2024-07,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,16252,26.91,75.79
Jaipur,2024-07,4000000,Azithromycin,Macrolide,Broad,0,11972,26.91,75.79
Jaipur,2024-07,4000000,Cefixime,Cephalosporin,Broad,0,8641,26.91,75.79
Jaipur,2024-07,4000000,Ceftriaxone,Cephalosporin,Broad,0,3497,26.91,75.79
Jaipur,2024-07,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8292,26.91,75.79
Jaipur,2024-07,4000000,Doxycycline,Tetracycline,Broad,0,7031,26.91,75.79
Jaipur,2024-07,4000000,Metronidazole,Nitroimidazole,Narrow,0,7770,26.91,75.79
Jaipur,2024-07,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6531,26.91,75.79
Jaipur,2024-07,4000000,Meropenem,Carbapenem,Very Broad,0,476,26.91,75.79
Jaipur,2024-08,4000000,Amoxicillin,Penicillin,Narrow,0,9171,26.91,75.79
Jaipur,2024-08,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,15712,26.91,75.79
Jaipur,2024-08,4000000,Azithromycin,Macrolide,Broad,0,11863,26.91,75.79
Jaipur,2024-08,4000000,Cefixime,Cephalosporin,Broad,0,7742,26.91,75.79
Jaipur,2024-08,4000000,Ceftriaxone,Cephalosporin,Broad,0,3374,26.91,75.79
Jaipur,2024-08,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7610,26.91,75.79
Jaipur,2024-08,4000000,Doxycycline,Tetracycline,Broad,0,6831,26.91,75.79
Jaipur,2024-08,4000000,Metronidazole,Nitroimidazole,Narrow,0,6337,26.91,75.79
Jaipur,2024-08,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6018,26.91,75.79
Jaipur,2024-08,4000000,Meropenem,Carbapenem,Very Broad,0,467,26.91,75.79
Jaipur,2024-09,4000000,Amoxicillin,Penicillin,Narrow,0,8318,26.91,75.79
Jaipur,2024-09,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,13164,26.91,75.79
Jaipur,2024-09,4000000,Azithromycin,Macrolide,Broad,0,11632,26.91,75.79
Jaipur,2024-09,4000000,Cefixime,Cephalosporin,Broad,0,8280,26.91,75.79
Jaipur,2024-09,4000000,Ceftriaxone,Cephalosporin,Broad,0,2868,26.91,75.79
Jaipur,2024-09,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7218,26.91,75.79
Jaipur,2024-09,4000000,Doxycycline,Tetracycline,Broad,0,6163,26.91,75.79
Jaipur,2024-09,4000000,Metronidazole,Nitroimidazole,Narrow,0,6481,26.91,75.79
Jaipur,2024-09,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5817,26.91,75.79
Jaipur,2024-09,4000000,Meropenem,Carbapenem,Very Broad,0,405,26.91,75.79
Jaipur,2024-10,4000000,Amoxicillin,Penicillin,Narrow,0,8327,26.91,75.79
Jaipur,2024-10,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,12883,26.91,75.79
Jaipur,2024-10,4000000,Azithromycin,Macrolide,Broad,0,10553,26.91,75.79
Jaipur,2024-10,4000000,Cefixime,Cephalosporin,Broad,0,7694,26.91,75.79
Jaipur,2024-10,4000000,Ceftriaxone,Cephalosporin,Broad,0,3193,26.91,75.79
Jaipur,2024-10,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,6230,26.91,75.79
Jaipur,2024-10,4000000,Doxycycline,Tetracycline,Broad,0,5797,26.91,75.79
Jaipur,2024-10,4000000,Metronidazole,Nitroimidazole,Narrow,0,6053,26.91,75.79
Jaipur,2024-10,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5218,26.91,75.79
Jaipur,2024-10,4000000,Meropenem,Carbapenem,Very Broad,0,381,26.91,75.79
Jaipur,2024-11,4000000,Amoxicillin,Penicillin,Narrow,0,7740,26.91,75.79
Jaipur,2024-11,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,12187,26.91,75.79
Jaipur,2024-11,4000000,Azithromycin,Macrolide,Broad,0,10900,26.91,75.79
Jaipur,2024-11,4000000,Cefixime,Cephalosporin,Broad,0,8282,26.91,75.79
Jaipur,2024-11,4000000,Ceftriaxone,Cephalosporin,Broad,0,3677,26.91,75.79
Jaipur,2024-11,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7832,26.91,75.79
Jaipur,2024-11,4000000,Doxycycline,Tetracycline,Broad,0,5421,26.91,75.79
Jaipur,2024-11,4000000,Metronidazole,Nitroimidazole,Narrow,0,6018,26.91,75.79
Jaipur,2024-11,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5559,26.91,75.79
Jaipur,2024-11,4000000,Meropenem,Carbapenem,Very Broad,0,402,26.91,75.79
Jaipur,2024-12,4000000,Amoxicillin,Penicillin,Narrow,0,8184,26.91,75.79
Jaipur,2024-12,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,14810,26.91,75.79
Jaipur,2024-12,4000000,Azithromycin,Macrolide,Broad,0,12277,26.91,75.79
Jaipur,2024-12,4000000,Cefixime,Cephalosporin,Broad,0,8753,26.91,75.79
Jaipur,2024-12,4000000,Ceftriaxone,Cephalosporin,Broad,0,3227,26.91,75.79
Jaipur,2024-12,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7583,26.91,75.79
Jaipur,2024-12,4000000,Doxycycline,Tetracycline,Broad,0,5111,26.91,75.79
Jaipur,2024-12,4000000,Metronidazole,Nitroimidazole,Narrow,0,6094,26.91,75.79
Jaipur,2024-12,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5562,26.91,75.79
Jaipur,2024-12,4000000,Meropenem,Carbapenem,Very Broad,0,389,26.91,75.79
Jaipur,2025-01,4000000,Amoxicillin,Penicillin,Narrow,0,9240,26.91,75.79
Jaipur,2025-01,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,13125,26.91,75.79
Jaipur,2025-01,4000000,Azithromycin,Macrolide,Broad,0,12856,26.91,75.79
Jaipur,2025-01,4000000,Cefixime,Cephalosporin,Broad,0,8157,26.91,75.79
Jaipur,2025-01,4000000,Ceftriaxone,Cephalosporin,Broad,0,3786,26.91,75.79
Jaipur,2025-01,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7484,26.91,75.79
Jaipur,2025-01,4000000,Doxycycline,Tetracycline,Broad,0,6834,26.91,75.79
Jaipur,2025-01,4000000,Metronidazole,Nitroimidazole,Narrow,0,6605,26.91,75.79
Jaipur,2025-01,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6349,26.91,75.79
Jaipur,2025-01,4000000,Meropenem,Carbapenem,Very Broad,0,455,26.91,75.79
Jaipur,2025-02,4000000,Amoxicillin,Penicillin,Narrow,0,8645,26.91,75.79
Jaipur,2025-02,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,15015,26.91,75.79
Jaipur,2025-02,4000000,Azithromycin,Macrolide,Broad,0,12698,26.91,75.79
Jaipur,2025-02,4000000,Cefixime,Cephalosporin,Broad,0,9292,26.91,75.79
Jaipur,2025-02,4000000,Ceftriaxone,Cephalosporin,Broad,0,3697,26.91,75.79
Jaipur,2025-02,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9193,26.91,75.79
Jaipur,2025-02,4000000,Doxycycline,Tetracycline,Broad,0,7080,26.91,75.79
Jaipur,2025-02,4000000,Metronidazole,Nitroimidazole,Narrow,0,6592,26.91,75.79
Jaipur,2025-02,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6496,26.91,75.79
Jaipur,2025-02,4000000,Meropenem,Carbapenem,Very Broad,0,489,26.91,75.79
Jaipur,2025-03,4000000,Amoxicillin,Penicillin,Narrow,0,11591,26.91,75.79
Jaipur,2025-03,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,17086,26.91,75.79
Jaipur,2025-03,4000000,Azithromycin,Macrolide,Broad,0,13666,26.91,75.79
Jaipur,2025-03,4000000,Cefixime,Cephalosporin,Broad,0,10093,26.91,75.79
Jaipur,2025-03,4000000,Ceftriaxone,Cephalosporin,Broad,0,4068,26.91,75.79
Jaipur,2025-03,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8890,26.91,75.79
Jaipur,2025-03,4000000,Doxycycline,Tetracycline,Broad,0,6723,26.91,75.79
Jaipur,2025-03,4000000,Metronidazole,Nitroimidazole,Narrow,0,7106,26.91,75.79
Jaipur,2025-03,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6498,26.91,75.79
Jaipur,2025-03,4000000,Meropenem,Carbapenem,Very Broad,0,445,26.91,75.79
Jaipur,2025-04,4000000,Amoxicillin,Penicillin,Narrow,0,9462,26.91,75.79
Jaipur,2025-04,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,18824,26.91,75.79
Jaipur,2025-04,4000000,Azithromycin,Macrolide,Broad,0,14190,26.91,75.79
Jaipur,2025-04,4000000,Cefixime,Cephalosporin,Broad,0,9179,26.91,75.79
Jaipur,2025-04,4000000,Ceftriaxone,Cephalosporin,Broad,0,4023,26.91,75.79
Jaipur,2025-04,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8004,26.91,75.79
Jaipur,2025-04,4000000,Doxycycline,Tetracycline,Broad,0,7375,26.91,75.79
Jaipur,2025-04,4000000,Metronidazole,Nitroimidazole,Narrow,0,7692,26.91,75.79
Jaipur,2025-04,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,7523,26.91,75.79
Jaipur,2025-04,4000000,Meropenem,Carbapenem,Very Broad,0,485,26.91,75.79
Jaipur,2025-05,4000000,Amoxicillin,Penicillin,Narrow,0,9035,26.91,75.79
Jaipur,2025-05,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,16636,26.91,75.79
Jaipur,2025-05,4000000,Azithromycin,Macrolide,Broad,0,14120,26.91,75.79
Jaipur,2025-05,4000000,Cefixime,Cephalosporin,Broad,0,11132,26.91,75.79
Jaipur,2025-05,4000000,Ceftriaxone,Cephalosporin,Broad,0,4274,26.91,75.79
Jaipur,2025-05,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9314,26.91,75.79
Jaipur,2025-05,4000000,Doxycycline,Tetracycline,Broad,0,6427,26.91,75.79
Jaipur,2025-05,4000000,Metronidazole,Nitroimidazole,Narrow,0,6289,26.91,75.79
Jaipur,2025-05,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,7280,26.91,75.79
Jaipur,2025-05,4000000,Meropenem,Carbapenem,Very Broad,0,506,26.91,75.79
Jaipur,2025-06,4000000,Amoxicillin,Penicillin,Narrow,0,9821,26.91,75.79
Jaipur,2025-06,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,17054,26.91,75.79
Jaipur,2025-06,4000000,Azithromycin,Macrolide,Broad,0,13341,26.91,75.79
Jaipur,2025-06,4000000,Cefixime,Cephalosporin,Broad,0,9400,26.91,75.79
Jaipur,2025-06,4000000,Ceftriaxone,Cephalosporin,Broad,0,4234,26.91,75.79
Jaipur,2025-06,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8793,26.91,75.79
Jaipur,2025-06,4000000,Doxycycline,Tetracycline,Broad,0,7174,26.91,75.79
Jaipur,2025-06,4000000,Metronidazole,Nitroimidazole,Narrow,0,7675,26.91,75.79
Jaipur,2025-06,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6155,26.91,75.79
Jaipur,2025-06,4000000,Meropenem,Carbapenem,Very Broad,0,583,26.91,75.79
Jaipur,2025-07,4000000,Amoxicillin,Penicillin,Narrow,0,9587,26.91,75.79
Jaipur,2025-07,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,16885,26.91,75.79
Jaipur,2025-07,4000000,Azithromycin,Macrolide,Broad,0,13561,26.91,75.79
Jaipur,2025-07,4000000,Cefixime,Cephalosporin,Broad,0,9435,26.91,75.79
Jaipur,2025-07,4000000,Ceftriaxone,Cephalosporin,Broad,0,3264,26.91,75.79
Jaipur,2025-07,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9296,26.91,75.79
Jaipur,2025-07,4000000,Doxycycline,Tetracycline,Broad,0,6749,26.91,75.79
Jaipur,2025-07,4000000,Metronidazole,Nitroimidazole,Narrow,0,6833,26.91,75.79
Jaipur,2025-07,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5770,26.91,75.79
Jaipur,2025-07,4000000,Meropenem,Carbapenem,Very Broad,0,480,26.91,75.79
Jaipur,2025-08,4000000,Amoxicillin,Penicillin,Narrow,0,8871,26.91,75.79
Jaipur,2025-08,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,14591,26.91,75.79
Jaipur,2025-08,4000000,Azithromycin,Macrolide,Broad,0,12773,26.91,75.79
Jaipur,2025-08,4000000,Cefixime,Cephalosporin,Broad,0,9530,26.91,75.79
Jaipur,2025-08,4000000,Ceftriaxone,Cephalosporin,Broad,0,3469,26.91,75.79
Jaipur,2025-08,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7873,26.91,75.79
Jaipur,2025-08,4000000,Doxycycline,Tetracycline,Broad,0,6272,26.91,75.79
Jaipur,2025-08,4000000,Metronidazole,Nitroimidazole,Narrow,0,6935,26.91,75.79
Jaipur,2025-08,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5713,26.91,75.79
Jaipur,2025-08,4000000,Meropenem,Carbapenem,Very Broad,0,412,26.91,75.79
Jaipur,2025-09,4000000,Amoxicillin,Penicillin,Narrow,0,8147,26.91,75.79
Jaipur,2025-09,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,14541,26.91,75.79
Jaipur,2025-09,4000000,Azithromycin,Macrolide,Broad,0,9723,26.91,75.79
Jaipur,2025-09,4000000,Cefixime,Cephalosporin,Broad,0,8480,26.91,75.79
Jaipur,2025-09,4000000,Ceftriaxone,Cephalosporin,Broad,0,3844,26.91,75.79
Jaipur,2025-09,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8018,26.91,75.79
Jaipur,2025-09,4000000,Doxycycline,Tetracycline,Broad,0,6951,26.91,75.79
Jaipur,2025-09,4000000,Metronidazole,Nitroimidazole,Narrow,0,5782,26.91,75.79
Jaipur,2025-09,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5830,26.91,75.79
Jaipur,2025-09,4000000,Meropenem,Carbapenem,Very Broad,0,386,26.91,75.79
Jaipur,2025-10,4000000,Amoxicillin,Penicillin,Narrow,0,8817,26.91,75.79
Jaipur,2025-10,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,14154,26.91,75.79
Jaipur,2025-10,4000000,Azithromycin,Macrolide,Broad,0,9815,26.91,75.79
Jaipur,2025-10,4000000,Cefixime,Cephalosporin,Broad,0,7063,26.91,75.79
Jaipur,2025-10,4000000,Ceftriaxone,Cephalosporin,Broad,0,2927,26.91,75.79
Jaipur,2025-10,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7673,26.91,75.79
Jaipur,2025-10,4000000,Doxycycline,Tetracycline,Broad,0,7037,26.91,75.79
Jaipur,2025-10,4000000,Metronidazole,Nitroimidazole,Narrow,0,6681,26.91,75.79
Jaipur,2025-10,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,4734,26.91,75.79
Jaipur,2025-10,4000000,Meropenem,Carbapenem,Very Broad,0,444,26.91,75.79
Jaipur,2025-11,4000000,Amoxicillin,Penicillin,Narrow,0,7515,26.91,75.79
Jaipur,2025-11,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,14354,26.91,75.79
Jaipur,2025-11,4000000,Azithromycin,Macrolide,Broad,0,12506,26.91,75.79
Jaipur,2025-11,4000000,Cefixime,Cephalosporin,Broad,0,8421,26.91,75.79
Jaipur,2025-11,4000000,Ceftriaxone,Cephalosporin,Broad,0,3039,26.91,75.79
Jaipur,2025-11,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,7988,26.91,75.79
Jaipur,2025-11,4000000,Doxycycline,Tetracycline,Broad,0,5282,26.91,75.79
Jaipur,2025-11,4000000,Metronidazole,Nitroimidazole,Narrow,0,6078,26.91,75.79
Jaipur,2025-11,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6263,26.91,75.79
Jaipur,2025-11,4000000,Meropenem,Carbapenem,Very Broad,0,419,26.91,75.79
Jaipur,2025-12,4000000,Amoxicillin,Penicillin,Narrow,0,9421,26.91,75.79
Jaipur,2025-12,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,16302,26.91,75.79
Jaipur,2025-12,4000000,Azithromycin,Macrolide,Broad,0,13297,26.91,75.79
Jaipur,2025-12,4000000,Cefixime,Cephalosporin,Broad,0,8935,26.91,75.79
Jaipur,2025-12,4000000,Ceftriaxone,Cephalosporin,Broad,0,3777,26.91,75.79
Jaipur,2025-12,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,8354,26.91,75.79
Jaipur,2025-12,4000000,Doxycycline,Tetracycline,Broad,0,6651,26.91,75.79
Jaipur,2025-12,4000000,Metronidazole,Nitroimidazole,Narrow,0,6466,26.91,75.79
Jaipur,2025-12,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,5862,26.91,75.79
Jaipur,2025-12,4000000,Meropenem,Carbapenem,Very Broad,0,393,26.91,75.79
Lucknow,2024-01,4000000,Amoxicillin,Penicillin,Narrow,0,9209,26.85,80.95
Lucknow,2024-01,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,17491,26.85,80.95
Lucknow,2024-01,4000000,Azithromycin,Macrolide,Broad,0,14696,26.85,80.95
Lucknow,2024-01,4000000,Cefixime,Cephalosporin,Broad,0,9162,26.85,80.95
Lucknow,2024-01,4000000,Ceftriaxone,Cephalosporin,Broad,0,4118,26.85,80.95
Lucknow,2024-01,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9383,26.85,80.95
Lucknow,2024-01,4000000,Doxycycline,Tetracycline,Broad,0,7025,26.85,80.95
Lucknow,2024-01,4000000,Metronidazole,Nitroimidazole,Narrow,0,7148,26.85,80.95
Lucknow,2024-01,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6626,26.85,80.95
Lucknow,2024-01,4000000,Meropenem,Carbapenem,Very Broad,0,534,26.85,80.95
Lucknow,2024-02,4000000,Amoxicillin,Penicillin,Narrow,0,9076,26.85,80.95
Lucknow,2024-02,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,19231,26.85,80.95
Lucknow,2024-02,4000000,Azithromycin,Macrolide,Broad,0,15947,26.85,80.95
Lucknow,2024-02,4000000,Cefixime,Cephalosporin,Broad,0,9802,26.85,80.95
Lucknow,2024-02,4000000,Ceftriaxone,Cephalosporin,Broad,0,4279,26.85,80.95
Lucknow,2024-02,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9769,26.85,80.95
Lucknow,2024-02,4000000,Doxycycline,Tetracycline,Broad,0,7128,26.85,80.95
Lucknow,2024-02,4000000,Metronidazole,Nitroimidazole,Narrow,0,7526,26.85,80.95
Lucknow,2024-02,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,6684,26.85,80.95
Lucknow,2024-02,4000000,Meropenem,Carbapenem,Very Broad,0,509,26.85,80.95
Lucknow,2024-03,4000000,Amoxicillin,Penicillin,Narrow,0,10639,26.85,80.95
Lucknow,2024-03,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,19744,26.85,80.95
Lucknow,2024-03,4000000,Azithromycin,Macrolide,Broad,0,15162,26.85,80.95
Lucknow,2024-03,4000000,Cefixime,Cephalosporin,Broad,0,10394,26.85,80.95
Lucknow,2024-03,4000000,Ceftriaxone,Cephalosporin,Broad,0,4355,26.85,80.95
Lucknow,2024-03,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,10347,26.85,80.95
Lucknow,2024-03,4000000,Doxycycline,Tetracycline,Broad,0,7678,26.85,80.95
Lucknow,2024-03,4000000,Metronidazole,Nitroimidazole,Narrow,0,7559,26.85,80.95
Lucknow,2024-03,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,7752,26.85,80.95
Lucknow,2024-03,4000000,Meropenem,Carbapenem,Very Broad,0,499,26.85,80.95
Lucknow,2024-04,4000000,Amoxicillin,Penicillin,Narrow,0,11681,26.85,80.95
Lucknow,2024-04,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,20605,26.85,80.95
Lucknow,2024-04,4000000,Azithromycin,Macrolide,Broad,0,12974,26.85,80.95
Lucknow,2024-04,4000000,Cefixime,Cephalosporin,Broad,0,9239,26.85,80.95
Lucknow,2024-04,4000000,Ceftriaxone,Cephalosporin,Broad,0,4316,26.85,80.95
Lucknow,2024-04,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,11021,26.85,80.95
Lucknow,2024-04,4000000,Doxycycline,Tetracycline,Broad,0,8011,26.85,80.95
Lucknow,2024-04,4000000,Metronidazole,Nitroimidazole,Narrow,0,8346,26.85,80.95
Lucknow,2024-04,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,8076,26.85,80.95
Lucknow,2024-04,4000000,Meropenem,Carbapenem,Very Broad,0,582,26.85,80.95
Lucknow,2024-05,4000000,Amoxicillin,Penicillin,Narrow,0,11039,26.85,80.95
Lucknow,2024-05,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,19170,26.85,80.95
Lucknow,2024-05,4000000,Azithromycin,Macrolide,Broad,0,14839,26.85,80.95
Lucknow,2024-05,4000000,Cefixime,Cephalosporin,Broad,0,9656,26.85,80.95
Lucknow,2024-05,4000000,Ceftriaxone,Cephalosporin,Broad,0,4342,26.85,80.95
Lucknow,2024-05,4000000,Ciprofloxacin,Fluoroquinolone,Broad,0,9969,26.85,80.95
Lucknow,2024-05,4000000,Doxycycline,Tetracycline,Broad,0,7906,26.85,80.95
Lucknow,2024-05,4000000,Metronidazole,Nitroimidazole,Narrow,0,7729,26.85,80.95
Lucknow,2024-05,4000000,Cotrimoxazole,Sulfonamide combination,Broad,1,7571,26.85,80.95
Lucknow,2024-05,4000000,Meropenem,Carbapenem,Very Broad,0,526,26.85,80.95
Lucknow,2024-06,4000000,Amoxicillin,Penicillin,Narrow,0,10823,26.85,80.95
Lucknow,2024-06,4000000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,18631,26.85,80.95
Lucknow,2024-06,4000000,Azithromycin,Macrolide,Broad,0,14181,26.85,80.95
Lucknow,2024-06,4000000,Cefixime,Cephalosporin,Broad,0,9592,26.85,80.95
Lucknow,2024-06,4000000,Ceftriaxone,Cephalosporin,Broad,0,3856,26.85,80.95
