Location,Month,Antibiotic,Resistance_Rate
Pune,2025-07,Ciprofloxacin,22.39
Pune,2025-07,Doxycycline,23.74
Pune,2025-07,Metronidazole,24.54
Pune,2025-07,Cotrimoxazole,21.56
Pune,2025-07,Meropenem,22.86
Pune,2025-08,Amoxicillin,20.4
Pune,2025-08,Amoxicillin-Clavulanate,23.8
Pune,2025-08,Azithromycin,20.58
Pune,2025-08,Cefixime,22.63
Pune,2025-08,Ceftriaxone,22.05
Pune,2025-08,Ciprofloxacin,22.97
Pune,2025-08,Doxycycline,23.41
Pune,2025-08,Metronidazole,20.31
Pune,2025-08,Cotrimoxazole,22.45
Pune,2025-08,Meropenem,21.57
Pune,2025-09,Amoxicillin,25.29
Pune,2025-09,Amoxicillin-Clavulanate,23.53
Pune,2025-09,Azithromycin,21.33
Pune,2025-09,Cefixime,22.68
Pune,2025-09,Ceftriaxone,25.19
Pune,2025-09,Ciprofloxacin,23.98
Pune,2025-09,Doxycycline,21.48
Pune,2025-09,Metronidazole,22.05
Pune,2025-09,Cotrimoxazole,22.58
Pune,2025-09,Meropenem,21.54
Pune,2025-10,Amoxicillin,21.48
Pune,2025-10,Amoxicillin-Clavulanate,22.13
Pune,2025-10,Azithromycin,23.99
Pune,2025-10,Cefixime,22.59
Pune,2025-10,Ceftriaxone,23.18
Pune,2025-10,Ciprofloxacin,23.17
Pune,2025-10,Doxycycline,24.76
Pune,2025-10,Metronidazole,22.19
Pune,2025-10,Cotrimoxazole,23.87
Pune,2025-10,Meropenem,21.31
Pune,2025-11,Amoxicillin,22.9
Pune,2025-11,Amoxicillin-Clavulanate,22.73
Pune,2025-11,Azithromycin,21.45
Pune,2025-11,Cefixime,22.62
Pune,2025-11,Ceftriaxone,24.1
Pune,2025-11,Ciprofloxacin,21.97
Pune,2025-11,Doxycycline,22.17
Pune,2025-11,Metronidazole,22.81
Pune,2025-11,Cotrimoxazole,21.6
Pune,2025-11,Meropenem,23.03
Pune,2025-12,Amoxicillin,23.26
Pune,2025-12,Amoxicillin-Clavulanate,22.53
Pune,2025-12,Azithromycin,20.09
Pune,2025-12,Cefixime,22.43
Pune,2025-12,Ceftriaxone,23.52
Pune,2025-12,Ciprofloxacin,24.76
Pune,2025-12,Doxycycline,22.79
Pune,2025-12,Metronidazole,23.27
Pune,2025-12,Cotrimoxazole,21.18
Pune,2025-12,Meropenem,21.69
Ahmedabad,2024-01,Amoxicillin,20.06
Ahmedabad,2024-01,Amoxicillin-Clavulanate,17.36
Ahmedabad,2024-01,Azithromycin,19.06
Ahmedabad,2024-01,Cefixime,19.25
Ahmedabad,2024-01,Ceftriaxone,18.96
Ahmedabad,2024-01,Ciprofloxacin,18.08
Ahmedabad,2024-01,Doxycycline,16.81
Ahmedabad,2024-01,Metronidazole,19.74
Ahmedabad,2024-01,Cotrimoxazole,18.86
Ahmedabad,2024-01,Meropenem,17.99
Ahmedabad,2024-02,Amoxicillin,18.35
Ahmedabad,2024-02,Amoxicillin-Clavulanate,18.46
Ahmedabad,2024-02,Azithromycin,18.27
Ahmedabad,2024-02,Cefixime,18.97
Ahmedabad,2024-02,Ceftriaxone,19.56
Ahmedabad,2024-02,Ciprofloxacin,17.67
Ahmedabad,2024-02,Doxycycline,16.37
Ahmedabad,2024-02,Metronidazole,17.96
Ahmedabad,2024-02,Cotrimoxazole,16.33
Ahmedabad,2024-02,Meropenem,17.35
Ahmedabad,2024-03,Amoxicillin,18.56
Ahmedabad,2024-03,Amoxicillin-Clavulanate,19.27
Ahmedabad,2024-03,Azithromycin,20.57
Ahmedabad,2024-03,Cefixime,16.7
Ahmedabad,2024-03,Ceftriaxone,21.57
Ahmedabad,2024-03,Ciprofloxacin,18.59
Ahmedabad,2024-03,Doxycycline,18.66
Ahmedabad,2024-03,Metronidazole,16.61
Ahmedabad,2024-03,Cotrimoxazole,19.66
Ahmedabad,2024-03,Meropenem,18.05
Ahmedabad,2024-04,Amoxicillin,19.65
Ahmedabad,2024-04,Amoxicillin-Clavulanate,17.17
Ahmedabad,2024-04,Azithromycin,19.03
Ahmedabad,2024-04,Cefixime,20.35
Ahmedabad,2024-04,Ceftriaxone,19.4
Ahmedabad,2024-04,Ciprofloxacin,20.71
Ahmedabad,2024-04,Doxycycline,20.08
Ahmedabad,2024-04,Metronidazole,18.01
Ahmedabad,2024-04,Cotrimoxazole,20.88
Ahmedabad,2024-04,Meropenem,18.59
Ahmedabad,2024-05,Amoxicillin,20.11
Ahmedabad,2024-05,Amoxicillin-Clavulanate,19.75
Ahmedabad,2024-05,Azithromycin,19.35
Ahmedabad,2024-05,Cefixime,16.87
Ahmedabad,2024-05,Ceftriaxone,19.79
Ahmedabad,2024-05,Ciprofloxacin,18.26
Ahmedabad,2024-05,Doxycycline,20.95
Ahmedabad,2024-05,Metronidazole,20.78
Ahmedabad,2024-05,Cotrimoxazole,20.4
Ahmedabad,2024-05,Meropenem,18.6
Ahmedabad,2024-06,Amoxicillin,19.18
Ahmedabad,2024-06,Amoxicillin-Clavulanate,19.14
Ahmedabad,2024-06,Azithromycin,21.64
Ahmedabad,2024-06,Cefixime,19.23
Ahmedabad,2024-06,Ceftriaxone,17.64
Ahmedabad,2024-06,Ciprofloxacin,21.12
Ahmedabad,2024-06,Doxycycline,21.03
Ahmedabad,2024-06,Metronidazole,21.08
Ahmedabad,2024-06,Cotrimoxazole,20.83
Ahmedabad,2024-06,Meropenem,20.4
Ahmedabad,2024-07,Amoxicillin,20.82
Ahmedabad,2024-07,Amoxicillin-Clavulanate,18.04
Ahmedabad,2024-07,Azithromycin,19.98
Ahmedabad,2024-07,Cefixime,21.14
Ahmedabad,2024-07,Ceftriaxone,20.55
Ahmedabad,2024-07,Ciprofloxacin,20.25
Ahmedabad,2024-07,Doxycycline,18.76
Ahmedabad,2024-07,Metronidazole,18.6
Ahmedabad,2024-07,Cotrimoxazole,22.16
Ahmedabad,2024-07,Meropenem,21.57
Ahmedabad,2024-08,Amoxicillin,21.09
Ahmedabad,2024-08,Amoxicillin-Clavulanate,20.96
Ahmedabad,2024-08,Azithromycin,19.18
Ahmedabad,2024-08,Cefixime,21.48
Ahmedabad,2024-08,Ceftriaxone,22.97
Ahmedabad,2024-08,Ciprofloxacin,19.09
Ahmedabad,2024-08,Doxycycline,20.64
Ahmedabad,2024-08,Metronidazole,20.6
Ahmedabad,2024-08,Cotrimoxazole,21.03
Ahmedabad,2024-08,Meropenem,21.62
Ahmedabad,2024-09,Amoxicillin,23.2
Ahmedabad,2024-09,Amoxicillin-Clavulanate,20.27
Ahmedabad,2024-09,Azithromycin,20.89
Ahmedabad,2024-09,Cefixime,20.74
Ahmedabad,2024-09,Ceftriaxone,20.21
Ahmedabad,2024-09,Ciprofloxacin,20.95
Ahmedabad,2024-09,Doxycycline,20.76
Ahmedabad,2024-09,Metronidazole,20.13
Ahmedabad,2024-09,Cotrimoxazole,19.37
Ahmedabad,2024-09,Meropenem,19.2
Ahmedabad,2024-10,Amoxicillin,20.29
Ahmedabad,2024-10,Amoxicillin-Clavulanate,19.43
Ahmedabad,2024-10,Azithromycin,20.33
Ahmedabad,2024-10,Cefixime,20.94
Ahmedabad,2024-10,Ceftriaxone,21.8
Ahmedabad,2024-10,Ciprofloxacin,19.54
Ahmedabad,2024-10,Doxycycline,19.23
Ahmedabad,2024-10,Metronidazole,21.45
Ahmedabad,2024-10,Cotrimoxazole,19.99
Ahmedabad,2024-10,Meropenem,19.59
Ahmedabad,2024-11,Amoxicillin,20.62
Ahmedabad,2024-11,Amoxicillin-Clavulanate,21.63
Ahmedabad,2024-11,Azithromycin,21.31
Ahmedabad,2024-11,Cefixime,21.73
Ahmedabad,2024-11,Ceftriaxone,20.78
Ahmedabad,2024-11,Ciprofloxacin,19.55
Ahmedabad,2024-11,Doxycycline,22.01
Ahmedabad,2024-11,Metronidazole,20.72
Ahmedabad,2024-11,Cotrimoxazole,19.7
Ahmedabad,2024-11,Meropenem,21.16
Ahmedabad,2024-12,Amoxicillin,20.26
Ahmedabad,2024-12,Amoxicillin-Clavulanate,21.98
Ahmedabad,2024-12,Azithromycin,21.68
Ahmedabad,2024-12,Cefixime,19.53
Ahmedabad,2024-12,Ceftriaxone,21.43
Ahmedabad,2024-12,Ciprofloxacin,21.41
Ahmedabad,2024-12,Doxycycline,22.81
Ahmedabad,2024-12,Metronidazole,19.0
Ahmedabad,2024-12,Cotrimoxazole,21.82
Ahmedabad,2024-12,Meropenem,19.65
Ahmedabad,2025-01,Amoxicillin,19.54
Ahmedabad,2025-01,Amoxicillin-Clavulanate,20.35
Ahmedabad,2025-01,Azithromycin,20.12
Ahmedabad,2025-01,Cefixime,19.43
Ahmedabad,2025-01,Ceftriaxone,21.19
Ahmedabad,2025-01,Ciprofloxacin,21.65
Ahmedabad,2025-01,Doxycycline,20.25
Ahmedabad,2025-01,Metronidazole,19.27
Ahmedabad,2025-01,Cotrimoxazole,20.13
Ahmedabad,2025-01,Meropenem,19.68
Ahmedabad,2025-02,Amoxicillin,21.62
Ahmedabad,2025-02,Amoxicillin-Clavulanate,22.16
Ahmedabad,2025-02,Azithromycin,20.86
Ahmedabad,2025-02,Cefixime,19.53
Ahmedabad,2025-02,Ceftriaxone,20.7
Ahmedabad,2025-02,Ciprofloxacin,21.25
Ahmedabad,2025-02,Doxycycline,21.68
Ahmedabad,2025-02,Metronidazole,21.74
Ahmedabad,2025-02,Cotrimoxazole,22.71
Ahmedabad,2025-02,Meropenem,20.27
Ahmedabad,2025-03,Amoxicillin,22.89
Ahmedabad,2025-03,Amoxicillin-Clavulanate,19.99
Ahmedabad,2025-03,Azithromycin,21.67
Ahmedabad,2025-03,Cefixime,20.54
Ahmedabad,2025-03,Ceftriaxone,21.92
Ahmedabad,2025-03,Ciprofloxacin,25.06
Ahmedabad,2025-03,Doxycycline,21.4
Ahmedabad,2025-03,Metronidazole,19.98
Ahmedabad,2025-03,Cotrimoxazole,21.84
Ahmedabad,2025-03,Meropenem,20.17
Ahmedabad,2025-04,Amoxicillin,21.51
Ahmedabad,2025-04,Amoxicillin-Clavulanate,24.4
Ahmedabad,2025-04,Azithromycin,22.86
Ahmedabad,2025-04,Cefixime,22.61
Ahmedabad,2025-04,Ceftriaxone,22.07
Ahmedabad,2025-04,Ciprofloxacin,21.88
Ahmedabad,2025-04,Doxycycline,23.24
Ahmedabad,2025-04,Metronidazole,21.75
Ahmedabad,2025-04,Cotrimoxazole,18.5
Ahmedabad,2025-04,Meropenem,23.87
Ahmedabad,2025-05,Amoxicillin,23.26
Ahmedabad,2025-05,Amoxicillin-Clavulanate,22.94
Ahmedabad,2025-05,Azithromycin,23.34
Ahmedabad,2025-05,Cefixime,23.22
Ahmedabad,2025-05,Ceftriaxone,23.81
Ahmedabad,2025-05,Ciprofloxacin,22.24
Ahmedabad,2025-05,Doxycycline,20.65
Ahmedabad,2025-05,Metronidazole,22.17
Ahmedabad,2025-05,Cotrimoxazole,23.93
Ahmedabad,2025-05,Meropenem,20.94
Ahmedabad,2025-06,Amoxicillin,22.99
Ahmedabad,2025-06,Amoxicillin-Clavulanate,24.62
Ahmedabad,2025-06,Azithromycin,22.34
Ahmedabad,2025-06,Cefixime,22.97
Ahmedabad,2025-06,Ceftriaxone,23.31
Ahmedabad,2025-06,Ciprofloxacin,23.35
Ahmedabad,2025-06,Doxycycline,20.96
Ahmedabad,2025-06,Metronidazole,21.95
Ahmedabad,2025-06,Cotrimoxazole,23.31
Ahmedabad,2025-06,Meropenem,22.57
Ahmedabad,2025-07,Amoxicillin,25.32
Ahmedabad,2025-07,Amoxicillin-Clavulanate,25.55
Ahmedabad,2025-07,Azithromycin,24.75
Ahmedabad,2025-07,Cefixime,24.68
Ahmedabad,2025-07,Ceftriaxone,23.81
Ahmedabad,2025-07,Ciprofloxacin,22.99
Ahmedabad,2025-07,Doxycycline,22.95
Ahmedabad,2025-07,Metronidazole,23.43
Ahmedabad,2025-07,Cotrimoxazole,24.21
Ahmedabad,2025-07,Meropenem,23.25
Ahmedabad,2025-08,Amoxicillin,24.0
Ahmedabad,2025-08,Amoxicillin-Clavulanate,24.48
Ahmedabad,2025-08,Azithromycin,24.55
Ahmedabad,2025-08,Cefixime,24.73
Ahmedabad,2025-08,Ceftriaxone,24.02
Ahmedabad,2025-08,Ciprofloxacin,22.84
Ahmedabad,2025-08,Doxycycline,22.08
Ahmedabad,2025-08,Metronidazole,22.12
Ahmedabad,2025-08,Cotrimoxazole,23.67
Ahmedabad,2025-08,Meropenem,23.22
Ahmedabad,2025-09,Amoxicillin,22.61
Ahmedabad,2025-09,Amoxicillin-Clavulanate,23.1
Ahmedabad,2025-09,Azithromycin,23.47
Ahmedabad,2025-09,Cefixime,22.81
Ahmedabad,2025-09,Ceftriaxone,24.57
Ahmedabad,2025-09,Ciprofloxacin,23.46
Ahmedabad,2025-09,Doxycycline,22.26
Ahmedabad,2025-09,Metronidazole,22.97
Ahmedabad,2025-09,Cotrimoxazole,23.86
Ahmedabad,2025-09,Meropenem,21.75
Ahmedabad,2025-10,Amoxicillin,23.81
Ahmedabad,2025-10,Amoxicillin-Clavulanate,24.08
Ahmedabad,2025-10,Azithromycin,22.29
Ahmedabad,2025-10,Cefixime,21.89
Ahmedabad,2025-10,Ceftriaxone,22.31
Ahmedabad,2025-10,Ciprofloxacin,23.25
Ahmedabad,2025-10,Doxycycline,21.53
Ahmedabad,2025-10,Metronidazole,22.45
Ahmedabad,2025-10,Cotrimoxazole,25.18
Ahmedabad,2025-10,Meropenem,21.1
Ahmedabad,2025-11,Amoxicillin,23.52
Ahmedabad,2025-11,Amoxicillin-Clavulanate,25.68
Ahmedabad,2025-11,Azithromycin,23.35
Ahmedabad,2025-11,Cefixime,23.07
Ahmedabad,2025-11,Ceftriaxone,23.59
Ahmedabad,2025-11,Ciprofloxacin,23.95
Ahmedabad,2025-11,Doxycycline,24.63
Ahmedabad,2025-11,Metronidazole,22.03
Ahmedabad,2025-11,Cotrimoxazole,22.28
Ahmedabad,2025-11,Meropenem,20.89
Ahmedabad,2025-12,Amoxicillin,24.06
Ahmedabad,2025-12,Amoxicillin-Clavulanate,21.9
Ahmedabad,2025-12,Azithromycin,22.51
Ahmedabad,2025-12,Cefixime,22.59
Ahmedabad,2025-12,Ceftriaxone,25.06
Ahmedabad,2025-12,Ciprofloxacin,23.03
Ahmedabad,2025-12,Doxycycline,23.31
Ahmedabad,2025-12,Metronidazole,20.97
Ahmedabad,2025-12,Cotrimoxazole,23.38
Ahmedabad,2025-12,Meropenem,21.2
Jaipur,2024-01,Amoxicillin,14.91
Jaipur,2024-01,Amoxicillin-Clavulanate,17.55
Jaipur,2024-01,Azithromycin,15.91
Jaipur,2024-01,Cefixime,15.05
Jaipur,2024-01,Ceftriaxone,18.86
Jaipur,2024-01,Ciprofloxacin,14.18
Jaipur,2024-01,Doxycycline,16.09
Jaipur,2024-01,Metronidazole,13.05
Jaipur,2024-01,Cotrimoxazole,14.73
Jaipur,2024-01,Meropenem,13.14
Jaipur,2024-02,Amoxicillin,15.75
Jaipur,2024-02,Amoxicillin-Clavulanate,15.26
Jaipur,2024-02,Azithromycin,14.64
Jaipur,2024-02,Cefixime,16.48
Jaipur,2024-02,Ceftriaxone,14.8
Jaipur,2024-02,Ciprofloxacin,15.64
Jaipur,2024-02,Doxycycline,15.8
Jaipur,2024-02,Metronidazole,13.19
Jaipur,2024-02,Cotrimoxazole,14.26
Jaipur,2024-02,Meropenem,14.77
Jaipur,2024-03,Amoxicillin,16.83
Jaipur,2024-03,Amoxicillin-Clavulanate,17.42
Jaipur,2024-03,Azithromycin,15.37
Jaipur,2024-03,Cefixime,15.59
Jaipur,2024-03,Ceftriaxone,15.14
Jaipur,2024-03,Ciprofloxacin,16.3
Jaipur,2024-03,Doxycycline,15.2
Jaipur,2024-03,Metronidazole,15.14
Jaipur,2024-03,Cotrimoxazole,15.63
Jaipur,2024-03,Meropenem,15.93
Jaipur,2024-04,Amoxicillin,15.86
Jaipur,2024-04,Amoxicillin-Clavulanate,15.34
Jaipur,2024-04,Azithromycin,16.41
Jaipur,2024-04,Cefixime,12.94
Jaipur,2024-04,Ceftriaxone,15.78
Jaipur,2024-04,Ciprofloxacin,15.01
Jaipur,2024-04,Doxycycline,17.18
Jaipur,2024-04,Metronidazole,15.28
Jaipur,2024-04,Cotrimoxazole,15.45
Jaipur,2024-04,Meropenem,15.59
Jaipur,2024-05,Amoxicillin,16.1
Jaipur,2024-05,Amoxicillin-Clavulanate,16.01
Jaipur,2024-05,Azithromycin,16.3
Jaipur,2024-05,Cefixime,16.08
Jaipur,2024-05,Ceftriaxone,16.24
Jaipur,2024-05,Ciprofloxacin,15.43
Jaipur,2024-05,Doxycycline,14.84
Jaipur,2024-05,Metronidazole,16.09
Jaipur,2024-05,Cotrimoxazole,16.66
Jaipur,2024-05,Meropenem,14.32
Jaipur,2024-06,Amoxicillin,17.74
Jaipur,2024-06,Amoxicillin-Clavulanate,17.44
Jaipur,2024-06,Azithromycin,17.41
Jaipur,2024-06,Cefixime,17.02
Jaipur,2024-06,Ceftriaxone,17.56
Jaipur,2024-06,Ciprofloxacin,19.09
Jaipur,2024-06,Doxycycline,15.92
Jaipur,2024-06,Metronidazole,15.02
Jaipur,2024-06,Cotrimoxazole,14.78
Jaipur,2024-06,Meropenem,17.97
Jaipur,2024-07,Amoxicillin,19.12
Jaipur,2024-07,Amoxicillin-Clavulanate,15.85
Jaipur,2024-07,Azithromycin,15.8
Jaipur,2024-07,Cefixime,16.6
Jaipur,2024-07,Ceftriaxone,18.48
Jaipur,2024-07,Ciprofloxacin,15.54
Jaipur,2024-07,Doxycycline,14.35
Jaipur,2024-07,Metronidazole,18.8
Jaipur,2024-07,Cotrimoxazole,17.07
Jaipur,2024-07,Meropenem,16.79
Jaipur,2024-08,Amoxicillin,17.0
Jaipur,2024-08,Amoxicillin-Clavulanate,17.43
Jaipur,2024-08,Azithromycin,14.98
Jaipur,2024-08,Cefixime,16.08
Jaipur,2024-08,Ceftriaxone,17.29
Jaipur,2024-08,Ciprofloxacin,14.5
Jaipur,2024-08,Doxycycline,16.23
Jaipur,2024-08,Metronidazole,16.07
Jaipur,2024-08,Cotrimoxazole,16.45
Jaipur,2024-08,Meropenem,15.73
Jaipur,2024-09,Amoxicillin,16.29
Jaipur,2024-09,Amoxicillin-Clavulanate,15.07
Jaipur,2024-09,Azithromycin,16.97
Jaipur,2024-09,Cefixime,16.83
Jaipur,2024-09,Ceftriaxone,15.83
Jaipur,2024-09,Ciprofloxacin,17.23
Jaipur,2024-09,Doxycycline,16.39
Jaipur,2024-09,Metronidazole,16.12
Jaipur,2024-09,Cotrimoxazole,14.57
Jaipur,2024-09,Meropenem,17.25
Jaipur,2024-10,Amoxicillin,15.87
Jaipur,2024-10,Amoxicillin-Clavulanate,16.99
Jaipur,2024-10,Azithromycin,15.77
Jaipur,2024-10,Cefixime,16.58
Jaipur,2024-10,Ceftriaxone,18.45
Jaipur,2024-10,Ciprofloxacin,17.59
Jaipur,2024-10,Doxycycline,17.82
Jaipur,2024-10,Metronidazole,16.85
Jaipur,2024-10,Cotrimoxazole,17.23
Jaipur,2024-10,Meropenem,14.4
Jaipur,2024-11,Amoxicillin,16.72
Jaipur,2024-11,Amoxicillin-Clavulanate,16.53
Jaipur,2024-11,Azithromycin,17.87
Jaipur,2024-11,Cefixime,16.31
Jaipur,2024-11,Ceftriaxone,17.32
Jaipur,2024-11,Ciprofloxacin,17.11
Jaipur,2024-11,Doxycycline,17.72
Jaipur,2024-11,Metronidazole,16.21
Jaipur,2024-11,Cotrimoxazole,17.56
Jaipur,2024-11,Meropenem,14.36
Jaipur,2024-12,Amoxicillin,15.28
Jaipur,2024-12,Amoxicillin-Clavulanate,14.25
Jaipur,2024-12,Azithromycin,17.38
Jaipur,2024-12,Cefixime,17.59
Jaipur,2024-12,Ceftriaxone,18.0
Jaipur,2024-12,Ciprofloxacin,16.1
Jaipur,2024-12,Doxycycline,15.81
Jaipur,2024-12,Metronidazole,16.22
Jaipur,2024-12,Cotrimoxazole,18.23
Jaipur,2024-12,Meropenem,18.09
Jaipur,2025-01,Amoxicillin,18.01
Jaipur,2025-01,Amoxicillin-Clavulanate,17.21
Jaipur,2025-01,Azithromycin,18.07
Jaipur,2025-01,Cefixime,16.65
Jaipur,2025-01,Ceftriaxone,16.67
Jaipur,2025-01,Ciprofloxacin,16.79
Jaipur,2025-01,Doxycycline,15.44
Jaipur,2025-01,Metronidazole,16.24
Jaipur,2025-01,Cotrimoxazole,15.49
Jaipur,2025-01,Meropenem,17.43
Jaipur,2025-02,Amoxicillin,17.77
Jaipur,2025-02,Amoxicillin-Clavulanate,18.45
Jaipur,2025-02,Azithromycin,14.84
Jaipur,2025-02,Cefixime,19.06
Jaipur,2025-02,Ceftriaxone,15.4
Jaipur,2025-02,Ciprofloxacin,15.65
Jaipur,2025-02,Doxycycline,15.87
Jaipur,2025-02,Metronidazole,17.91
Jaipur,2025-02,Cotrimoxazole,17.01
Jaipur,2025-02,Meropenem,16.08
Jaipur,2025-03,Amoxicillin,16.71
Jaipur,2025-03,Amoxicillin-Clavulanate,15.77
Jaipur,2025-03,Azithromycin,18.27
Jaipur,2025-03,Cefixime,18.24
Jaipur,2025-03,Ceftriaxone,19.02
Jaipur,2025-03,Ciprofloxacin,17.8
Jaipur,2025-03,Doxycycline,14.03
Jaipur,2025-03,Metronidazole,15.48
Jaipur,2025-03,Cotrimoxazole,17.66
Jaipur,2025-03,Meropenem,16.32
Jaipur,2025-04,Amoxicillin,17.58
Jaipur,2025-04,Amoxicillin-Clavulanate,16.66
Jaipur,2025-04,Azithromycin,18.64
Jaipur,2025-04,Cefixime,18.46
Jaipur,2025-04,Ceftriaxone,18.7
Jaipur,2025-04,Ciprofloxacin,17.27
Jaipur,2025-04,Doxycycline,17.7
Jaipur,2025-04,Metronidazole,15.94
Jaipur,2025-04,Cotrimoxazole,17.59
Jaipur,2025-04,Meropenem,14.5
Jaipur,2025-05,Amoxicillin,16.98
Jaipur,2025-05,Amoxicillin-Clavulanate,18.01
Jaipur,2025-05,Azithromycin,20.69
Jaipur,2025-05,Cefixime,16.48
Jaipur,2025-05,Ceftriaxone,17.29
Jaipur,2025-05,Ciprofloxacin,18.7
Jaipur,2025-05,Doxycycline,19.93
Jaipur,2025-05,Metronidazole,18.11
Jaipur,2025-05,Cotrimoxazole,19.0
Jaipur,2025-05,Meropenem,17.38
Jaipur,2025-06,Amoxicillin,18.71
Jaipur,2025-06,Amoxicillin-Clavulanate,19.01
Jaipur,2025-06,Azithromycin,17.89
Jaipur,2025-06,Cefixime,19.82
Jaipur,2025-06,Ceftriaxone,17.45
Jaipur,2025-06,Ciprofloxacin,20.0
Jaipur,2025-06,Doxycycline,18.56
Jaipur,2025-06,Metronidazole,18.18
Jaipur,2025-06,Cotrimoxazole,16.96
Jaipur,2025-06,Meropenem,17.19
Jaipur,2025-07,Amoxicillin,20.78
Jaipur,2025-07,Amoxicillin-Clavulanate,18.88
Jaipur,2025-07,Azithromycin,19.11
Jaipur,2025-07,Cefixime,18.24
Jaipur,2025-07,Ceftriaxone,19.38
Jaipur,2025-07,Ciprofloxacin,17.7
Jaipur,2025-07,Doxycycline,18.81
Jaipur,2025-07,Metronidazole,19.01
Jaipur,2025-07,Cotrimoxazole,19.31
Jaipur,2025-07,Meropenem,17.45
Jaipur,2025-08,Amoxicillin,19.23
Jaipur,2025-08,Amoxicillin-Clavulanate,19.84
Jaipur,2025-08,Azithromycin,18.71
Jaipur,2025-08,Cefixime,19.04
Jaipur,2025-08,Ceftriaxone,21.65
Jaipur,2025-08,Ciprofloxacin,18.31
Jaipur,2025-08,Doxycycline,20.03
Jaipur,2025-08,Metronidazole,17.47
Jaipur,2025-08,Cotrimoxazole,19.82
Jaipur,2025-08,Meropenem,19.37
Jaipur,2025-09,Amoxicillin,18.83
Jaipur,2025-09,Amoxicillin-Clavulanate,17.71
Jaipur,2025-09,Azithromycin,16.58
Jaipur,2025-09,Cefixime,18.47
Jaipur,2025-09,Ceftriaxone,19.92
Jaipur,2025-09,Ciprofloxacin,17.96
Jaipur,2025-09,Doxycycline,18.76
Jaipur,2025-09,Metronidazole,16.93
Jaipur,2025-09,Cotrimoxazole,18.64
Jaipur,2025-09,Meropenem,17.14
Jaipur,2025-10,Amoxicillin,19.24
Jaipur,2025-10,Amoxicillin-Clavulanate,18.44
Jaipur,2025-10,Azithromycin,17.39
Jaipur,2025-10,Cefixime,18.36
Jaipur,2025-10,Ceftriaxone,18.25
Jaipur,2025-10,Ciprofloxacin,17.64
Jaipur,2025-10,Doxycycline,19.79
Jaipur,2025-10,Metronidazole,18.1
Jaipur,2025-10,Cotrimoxazole,16.42
Jaipur,2025-10,Meropenem,17.67
Jaipur,2025-11,Amoxicillin,19.97
Jaipur,2025-11,Amoxicillin-Clavulanate,17.8
Jaipur,2025-11,Azithromycin,20.01
Jaipur,2025-11,Cefixime,17.79
Jaipur,2025-11,Ceftriaxone,19.47
Jaipur,2025-11,Ciprofloxacin,19.88
Jaipur,2025-11,Doxycycline,18.77
Jaipur,2025-11,Metronidazole,16.67
Jaipur,2025-11,Cotrimoxazole,17.47
Jaipur,2025-11,Meropenem,19.33
Jaipur,2025-12,Amoxicillin,18.16
Jaipur,2025-12,Amoxicillin-Clavulanate,19.79
Jaipur,2025-12,Azithromycin,17.97
Jaipur,2025-12,Cefixime,18.97
Jaipur,2025-12,Ceftriaxone,17.48
Jaipur,2025-12,Ciprofloxacin,18.15
Jaipur,2025-12,Doxycycline,17.39
Jaipur,2025-12,Metronidazole,18.51
Jaipur,2025-12,Cotrimoxazole,18.69
Jaipur,2025-12,Meropenem,18.63
Lucknow,2024-01,Amoxicillin,18.69
Lucknow,2024-01,Amoxicillin-Clavulanate,17.81
Lucknow,2024-01,Azithromycin,18.69
Lucknow,2024-01,Cefixime,17.81
Lucknow,2024-01,Ceftriaxone,20.36
Lucknow,2024-01,Ciprofloxacin,18.82
Lucknow,2024-01,Doxycycline,18.01
Lucknow,2024-01,Metronidazole,18.76
Lucknow,2024-01,Cotrimoxazole,18.57
Lucknow,2024-01,Meropenem,16.26
Lucknow,2024-02,Amoxicillin,18.15
Lucknow,2024-02,Amoxicillin-Clavulanate,20.08
Lucknow,2024-02,Azithromycin,18.66
Lucknow,2024-02,Cefixime,17.18
Lucknow,2024-02,Ceftriaxone,19.65
Lucknow,2024-02,Ciprofloxacin,18.42
Lucknow,2024-02,Doxycycline,17.5
Lucknow,2024-02,Metronidazole,17.08
Lucknow,2024-02,Cotrimoxazole,19.85
Lucknow,2024-02,Meropenem,16.01
Lucknow,2024-03,Amoxicillin,19.26
Lucknow,2024-03,Amoxicillin-Clavulanate,19.88
Lucknow,2024-03,Azithromycin,21.11
Lucknow,2024-03,Cefixime,20.48
Lucknow,2024-03,Ceftriaxone,19.19
Lucknow,2024-03,Ciprofloxacin,21.55
Lucknow,2024-03,Doxycycline,17.76
Lucknow,2024-03,Metronidazole,19.42
Lucknow,2024-03,Cotrimoxazole,20.1
Lucknow,2024-03,Meropenem,17.98
Lucknow,2024-04,Amoxicillin,21.56
Lucknow,2024-04,Amoxicillin-Clavulanate,19.78
Lucknow,2024-04,Azithromycin,20.72
Lucknow,2024-04,Cefixime,18.45
Lucknow,2024-04,Ceftriaxone,21.1
Lucknow,2024-04,Ciprofloxacin,20.02
Lucknow,2024-04,Doxycycline,21.1
Lucknow,2024-04,Metronidazole,19.65
Lucknow,2024-04,Cotrimoxazole,21.53
Lucknow,2024-04,Meropenem,20.07
Lucknow,2024-05,Amoxicillin,20.85
Lucknow,2024-05,Amoxicillin-Clavulanate,21.4
Lucknow,2024-05,Azithromycin,21.02
Lucknow,2024-05,Cefixime,21.18
